着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id
4,7,7,レイトカンセイオー,牡4,58,田辺裕信,2:00.6,クビ,**,,,,,5-5-5-5,36.2,4.2,2,482(+4),,,,[東]和田勇介,村田能光,230.0,202306030610
5,8,9,キントリヒ,牡4,58,三浦皇成,2:00.6,クビ,**,,,,,9-9-10-8,35.3,11.7,4,472(+2),,,,[東]矢野英一,Ｇリビエール・レーシング,155.0,202306030610
6,2,2,レーヴドゥラプレリ,牝5,56,大野拓弥,2:00.9,1.3/4,**,,,,,2-3-3-2,37.0,30.3,6,464(0),,,,[東]宮田敬介,吉田勝己,,202306030610
7,7,8,タガノチュール,牡5,58,石橋脩,2:01.0,クビ,**,,,,,4-4-3-2,37.1,83.3,9,476(-6),,,,[西]西園翔太,八木良司,,202306030610
8,4,4,サマービート,セ6,58,津村明秀,2:01.4,2.1/2,**,,,,,9-9-8-8,36.4,42.6,8,470(+10),,,,[東]武藤善則,ゴドルフィン,,202306030610
9,3,3,アルディエンテ,牡6,58,Ｍ．デム,2:01.6,1,**,,,,,8-8-8-8,36.6,15.3,5,502(0),,,,[東]古賀慎明,Ｇ１レーシング,,202306030610
10,8,10,ウン,牡4,58,国分優作,2:01.7,1/2,**,,,,,1-1-1-2,38.0,31.1,7,480(+4),,,,[西]吉田直弘,ビッグレッドファーム,,202306030610
1,6,8,テイエムトッキュウ,牡5,57,津村明秀,1:10.0,,**,,,,,1-1,36.3,4.1,2,502(-2),,,,[西]木原一良,竹園正繼,"2,430.1",202306030611
2,7,10,クロジシジョー,牡4,57,浜中俊,1:10.5,3,**,,,,,10-9,35.3,11.4,5,450(-6),,,,[西]岡田稲男,河内孝夫,968.6,202306030611
3,8,12,サイクロトロン,牡6,58,三浦皇成,1:10.6,1/2,**,,,,,3-3,36.4,15.4,6,520(-10),,,,[西]音無秀孝,金子真人ホールディングス,604.3,202306030611
4,4,4,カルネアサーダ,牝4,55,松岡正海,1:10.6,クビ,**,,,,,2-2,36.6,35.2,9,460(-6),,,,[西]加用正,吉田照哉,360.0,202306030611
5,3,3,レッドゲイル,牡4,57,Ｍ．デム,1:10.7,クビ,**,,,,,7-7,35.9,7.0,4,472(+8),,,,[東]手塚貴久,東京ホースレーシング,240.0,202306030611
6,1,1,ジャスパーゴールド,牡5,57,菅原明良,1:10.7,アタマ,**,,,,,4-4,36.2,33.4,8,478(+8),,,,[西]森秀行,加藤和夫,,202306030611
7,5,7,ボイラーハウス,牡5,57,田辺裕信,1:10.8,クビ,**,,,,,10-9,35.5,20.0,7,500(-4),,,,[東]竹内正洋,永田博之,,202306030611
8,4,5,コパノマーキュリー,牡6,57,石川裕紀,1:10.9,1/2,**,,,,,7-7,36.1,82.5,11,508(0),,,,[西]村山明,小林祥晃,,202306030611
9,5,6,イバル,牡6,57,内田博幸,1:11.0,1,**,,,,,13-13,35.4,57.8,10,516(-4),,,,[西]小崎憲,ケーエスＨＤ,,202306030611
10,2,2,サンライズホーク,セ4,57,国分優作,1:11.1,クビ,**,,,,,4-4,36.6,4.2,3,500(-6),,,,[西]牧浦充徳,ライフハウス,,202306030611
11,8,13,スズカコテキタイ,牡4,58,岩田康誠,1:11.1,クビ,**,,,,,4-4,36.6,2.9,1,498(-2),,,,[東]奥村武,永井啓弍,,202306030611
12,6,9,プリマジア,牡6,57,柴田大知,1:11.3,1,**,,,,,12-11,35.9,353.3,13,462(-10),,,,[東]金成貴史,藤沼利夫,,202306030611
13,7,11,スリーグランド,牡6,58,大野拓弥,1:11.6,2,**,,,,,9-11,36.6,102.2,12,482(-2),,,,[西]高橋義忠,永井商事,,202306030611
1,7,12,レイメイ,牡4,58,三浦皇成,1:54.4,,**,,,,,12-11-8-5,38.5,31.5,8,478(-2),,,,[東]的場均,岡浩二,800.0,202306030612
2,4,6,エターナルプライド,牝4,56,武士沢友,1:54.8,2.1/2,**,,,,,6-6-6-7,39.3,122.4,11,464(-2),,,,[東]田島俊明,伊東純一,320.0,202306030612
3,4,5,サパテアール,牡4,58,柴田大知,1:54.9,3/4,**,,,,,3-3-2-3,40.6,32.8,9,518(0),,,,[東]畠山吉宏,ビッグレッドファーム,200.0,202306030612
4,3,3,パーカッション,セ4,58,津村明秀,1:55.2,1.3/4,**,,,,,2-2-2-2,40.9,2.9,1,532(-12),,,,[東]田中博康,キャロットファーム,120.0,202306030612
5,8,13,ウッドショック,牡4,55,小林勝太,1:55.2,クビ,**,,,,,12-13-13-12,38.6,138.7,12,512(-2),,,,[東]杉浦宏昭,小林善一,80.0,202306030612
6,6,10,ルージュブラゾン,牝4,56,大野拓弥,1:55.5,1.3/4,**,,,,,4-4-4-4,40.8,8.1,4,478(+4),,,,[東]小島茂之,東京ホースレーシング,,202306030612
7,7,11,セイゲン,牡4,58,菅原明良,1:55.5,ハナ,**,,,,,1-1-1-1,41.2,6.1,3,482(+2),,,,[東]中川公成,伊藤誠吉,,202306030612
8,3,4,タイセイマーベル,牡5,58,Ｍ．デム,1:55.6,1/2,**,,,,,14-14-11-9,39.2,3.1,2,506(+6),,,,[東]池上昌和,田中成奉,,202306030612
9,6,9,リュウセイグン,牡5,58,松岡正海,1:55.7,アタマ,**,,,,,9-9-10-11,39.5,220.7,13,536(+16),,,,[東]堀内岳志,二口雅一,,202306030612
10,1,1,ララモンドール,牡5,58,石川裕紀,1:56.0,1.3/4,**,,,,,8-8-7-8,40.2,22.5,6,434(-6),,,,[東]和田雄二,フジイ興産,,202306030612
11,5,7,インワンシティング,セ5,58,伊藤工真,1:56.1,3/4,**,,,,,11-11-11-13,39.6,30.6,7,442(-12),,,,[東]林徹,Ｇ１レーシング,,202306030612
12,8,14,ポイズンアロウ,牡4,58,内田博幸,1:56.1,クビ,**,,,,,9-9-8-9,40.2,45.0,10,528(-4),,,,[東]加藤征弘,長谷川祐司,,202306030612
13,5,8,サイモンルグラン,牡6,58,北村宏司,1:56.4,1.3/4,**,,,,,6-6-5-5,41.2,300.3,14,500(-4),,,,[東]勢司和浩,澤田昭紀,,202306030612
中,2,2,イヴニングスター,牡4,58,浜中俊,,,,,,,,5-4-14-14,,8.2,5,498(-2),,,,[東]戸田博文,村野康司,,202306030612
1,1,1,メルティーショコラ,牝3,52,小林脩斗,1:11.7,,**,,,,,1-1,37.2,2.4,2,468(+2),,,,[東]武藤善則,明栄商事,550.0,202306030701
2,2,2,レディアス,牝3,54,津村明秀,1:11.9,3/4,**,,,,,3-3,37.1,2.3,1,424(-6),,,,[東]鈴木慎太,中山栄一,220.0,202306030701
3,8,15,ティタン,牝3,54,丸田恭介,1:12.6,4,**,,,,,6-4,37.5,220.2,14,472(-2),,,,[西]杉山佳明,ＣＯＣＯＲＯ組合,140.0,202306030701
4,3,5,フジジュンフェイス,牝3,54,杉原誠人,1:12.6,アタマ,**,,,,,9-9,36.9,17.7,5,450(0),,,,[東]伊藤大士,ＳＴレーシング,83.0,202306030701
5,4,6,ワレラホシノコ,牝3,54,大野拓弥,1:13.0,2,**,,,,,10-10,37.1,43.2,8,438(+4),,,,[東]中川公成,石井義人,55.0,202306030701
6,7,13,イルルージュ,牝3,54,野中悠太,1:13.1,1,**,,,,,2-2,38.5,12.4,4,416(-4),,,,[東]嘉藤貴行,ビッグレッドファーム,,202306030701
7,4,7,スマートローラ,牝3,54,武士沢友,1:13.2,3/4,**,,,,,7-6,37.8,40.5,7,410(+2),,,,[東]粕谷昌央,大川徹,,202306030701
8,5,9,ホットチョコ,牝3,54,石川裕紀,1:13.4,3/4,**,,,,,14-14,36.2,140.5,13,468(-8),,,,[西]牧田和弥,三嶋牧場,,202306030701
9,5,8,メルキュリオ,牝3,54,松岡正海,1:13.4,アタマ,**,,,,,7-6,38.0,36.5,6,490(-6),,,,[西]杉山佳明,中辻明,,202306030701
10,8,14,チキチキチータ,牝3,51,小林勝太,1:13.4,アタマ,**,,,,,3-4,38.5,232.9,15,418(+4),,,,[東]杉浦宏昭,小林善一,,202306030701
11,6,11,ライヴケチャップ,牝3,54,石橋脩,1:13.5,クビ,**,,,,,11-11,37.4,59.3,9,496(+10),,,,[東]尾形和幸,澤田孝之,,202306030701
12,2,3,ロジェ,牝3,53,永野猛蔵,1:13.6,3/4,**,,,,,12-11,37.4,6.4,3,438(+6),,,,[東]岩戸孝樹,吉田勝利,,202306030701
13,6,10,ケレンシア,牝3,54,水口優也,1:14.1,3,**,,,,,13-13,37.6,131.6,12,466(+6),,,,[東]南田美知,ミルファーム,,202306030701
14,3,4,デルマヒキオトシ,牝3,54,木幡巧也,1:15.1,6,**,,,,,15-15,36.4,126.5,11,488(0),,,,[東]勢司和浩,浅沼廣幸,,202306030701
15,7,12,ランドヴァッサー,牝3,54,吉田豊,1:15.3,3/4,**,,,,,3-6,40.5,112.5,10,418(-4),,,,[西]牧田和弥,畑佐博,,202306030701
1,6,10,ニットウライジン,牡3,55,永野猛蔵,1:53.9,,**,,,,,2-2-2-2,39.4,11.7,4,490(0),,,,[東]稲垣幸雄,日東牧場,550.0,202306030702
2,6,9,シゲルショウグン,牡3,56,田中勝春,1:54.0,3/4,**,,,,,1-1-1-1,39.6,13.7,5,482(+4),,,,[西]大橋勇樹,森中啓子,220.0,202306030702
3,1,1,ステラデルシエロ,牡3,56,レーン,1:54.2,1,**,,,,,6-6-5-5,39.2,3.1,2,474(-2),,,,[東]畠山吉宏,社台レースホース,140.0,202306030702
4,2,2,オボッチャマ,牡3,56,津村明秀,1:54.2,アタマ,**,,,,,3-4-3-3,39.5,2.0,1,482(0),,,,[東]武市康男,村田哲朗,83.0,202306030702
5,4,5,レイジングスラスト,牡3,56,菅原明良,1:54.4,1,**,,,,,3-3-3-3,39.7,17.4,6,534(+2),,,,[西]矢作芳人,吉澤ホールディングス,55.0,202306030702
6,5,8,ラヴァ,牡3,56,松岡正海,1:54.4,クビ,**,,,,,11-11-9-7,38.9,166.4,10,438(-12),,,,[東]伊藤伸一,樋口雅彦,,202306030702
7,7,12,グレートフリオーソ,牡3,56,内田博幸,1:55.3,5,**,,,,,13-13-13-13,39.1,173.0,11,454(+8),,,,[東]古賀慎明,廣松金次,,202306030702
8,5,7,ゴルトレオパルト,牡3,56,大野拓弥,1:55.8,3.1/2,**,,,,,9-9-10-9,40.0,30.6,7,496(-2),,,,[東]高木登,ノルマンディーサラブレッドレーシング,,202306030702
9,7,11,オブシディアン,牡3,56,水口優也,1:56.0,3/4,**,,,,,8-8-8-7,40.6,42.8,8,506(-6),,,,[東]浅野洋一,田頭勇貴,,202306030702
10,4,6,ヴェイヤーズ,牡3,56,北村宏司,1:56.9,5,**,,,,,6-6-5-6,41.9,46.8,9,542(-12),,,,[西]清水久詞,犬塚悠治郎,,202306030702
11,8,13,ミヤビラピート,牡3,56,吉田豊,1:57.6,4,**,,,,,12-12-10-10,41.8,326.2,13,536(+6),,,,[東]高橋文雅,村上義勝,,202306030702
12,8,14,ヒロノサクセス,牡3,56,杉原誠人,1:57.8,1.1/4,**,,,,,9-9-10-10,42.0,468.1,14,420(+6),,,,[東]大和田成,石川博,,202306030702
13,3,4,デスティノ,牡3,56,横山武史,1:58.4,3.1/2,**,,,,,3-5-7-10,43.3,7.5,3,528(-10),,,,[東]田島俊明,Ｇリビエール・レーシング,,202306030702
14,3,3,オークリッチ,牡3,56,木幡巧也,1:59.6,7,**,,,,,14-14-14-14,42.2,313.7,12,488(0),,,,[東]小笠倫弘,宇田豊,,202306030702
1,5,10,コパノエルパソ,牡3,56,木幡巧也,1:12.0,,**,,,,,9-7,36.9,1.4,1,514(-8),,,,[東]上原博之,小林祥晃,550.0,202306030703
2,7,13,ユーカリプタス,牡3,56,松岡正海,1:12.2,1,**,,,,,4-4,37.7,8.9,3,460(+2),,,,[東]戸田博文,清進電設,220.0,202306030703
3,3,5,ケイツーユーロ,牡3,56,武士沢友,1:12.6,2.1/2,**,,,,,2-2,38.4,49.6,8,456(+2),,,,[東]鈴木慎太,楠本勝美,140.0,202306030703
4,7,14,ドラヴァイト,牡3,56,丸田恭介,1:12.8,1,**,,,,,6-5,37.9,256.9,13,438(-2),,,,[東]加藤和宏,岡田牧雄,83.0,202306030703
5,6,11,サンエスペランス,牡3,53,小林勝太,1:12.9,1/2,**,,,,,3-3,38.6,5.6,2,456(-2),,,,[東]小野次郎,加藤ステーブル,55.0,202306030703
6,5,9,ワクワクドキドキ,牡3,54,小林脩斗,1:13.0,1/2,**,,,,,7-7,38.0,17.4,5,432(+4),,,,[東]和田正一,スピードファーム,,202306030703
7,1,2,オータムエッジ,牡3,55,永野猛蔵,1:13.0,アタマ,**,,,,,12-7,37.5,35.6,6,454(-14),,,,[東]金成貴史,レッドマジック,,202306030703
8,4,7,ロッカバラード,牡3,56,野中悠太,1:13.3,2,**,,,,,11-12,38.1,80.2,10,448(0),,,,[東]田島俊明,岡田牧雄,,202306030703
9,8,16,モデリスタ,牡3,56,大野拓弥,1:13.5,3/4,**,,,,,9-7,38.4,75.8,9,508(-6),,,,[東]加藤士津,高瀬正志,,202306030703
10,1,1,エースオブスペーズ,セ3,56,吉田豊,1:13.6,1,**,,,,,1-1,39.5,11.9,4,456(-4),,,,[西]茶木太樹,ヒダカ・ブリーダーズ・ユニオン,,202306030703
11,6,12,ブルーゴールド,牡3,56,的場勇人,1:13.7,1/2,**,,,,,12-13,38.3,375.9,16,476(+6),,,,[東]的場均,青山郁代,,202306030703
12,2,4,ラブファントム,牡3,56,岩部純二,1:13.7,ハナ,**,,,,,14-14,37.1,318.5,15,450(-2),,,,[東]浅野洋一,田頭勇貴,,202306030703
13,3,6,ライトブラーヴ,牡3,56,杉原誠人,1:13.8,1/2,**,,,,,14-14,37.2,38.0,7,416(0),,,,[東]伊藤伸一,ミルファーム,,202306030703
14,8,15,シゲルプレジール,牡3,56,柴田善臣,1:15.3,9,**,,,,,7-7,40.3,264.6,14,454(-2),,,,[東]水野貴広,森中啓子,,202306030703
15,4,8,コロラドテソーロ,牝3,54,石川裕紀,1:16.5,7,**,,,,,5-5,41.8,208.7,12,444(+2),,,,[東]勢司和浩,了徳寺健二ホールディングス,,202306030703
16,2,3,コロナオペルタ,牡3,56,井上敏樹,1:17.1,3.1/2,**,,,,,16-16,38.4,137.7,11,492(0),,,,[東]和田勇介,岡田牧雄,,202306030703
1,8,13,ニシノファンフェア,牡3,56,横山武史,1:55.0,,**,,,,,4-4-3-2,38.5,1.7,1,474(-2),,,,[東]和田勇介,西山茂行,550.0,202306030704
2,6,8,エアアレクサンドラ,牝3,54,石橋脩,1:55.2,1.1/4,**,,,,,1-1-1-1,39.1,13.0,5,456(-6),,,,[東]田中博康,ラッキーフィールド,220.0,202306030704
3,5,6,ベルウッドシキシマ,牡3,56,内田博幸,1:55.3,クビ,**,,,,,6-7-11-8,38.3,13.0,6,432(+2),,,,[東]辻哲英,鈴木照雄,140.0,202306030704
4,7,11,ユイノオトコヤマ,牡3,56,吉田豊,1:55.3,ハナ,**,,,,,6-6-5-5,38.6,5.4,2,448(-4),,,,[東]深山雅史,由井健太郎,83.0,202306030704
5,5,7,ワンボイス,牡3,53,小林勝太,1:55.7,2.1/2,**,,,,,11-11-9-12,38.9,10.0,4,472(+2),,,,[西]角田晃一,岡浩二,55.0,202306030704
6,7,10,ソブリンルーラー,セ3,56,杉原誠人,1:56.2,3,**,,,,,6-8-5-8,39.6,109.5,10,444(-16),,,,[東]中川公成,社台レースホース,,202306030704
7,1,1,シンボリタイプ,牡3,56,田辺裕信,1:56.2,クビ,**,,,,,12-12-11-8,39.3,9.3,3,522(-8),,,,[東]菊川正達,シンボリ牧場,,202306030704
8,4,5,マテンロウブルース,牡3,56,岩部純二,1:56.3,1/2,**,,,,,5-4-5-5,39.6,322.1,13,444(0),,,,[東]浅野洋一,田頭勇貴,,202306030704
9,3,3,ユメカナウトキ,牡3,56,菅原明良,1:56.3,クビ,**,,,,,9-8-5-5,39.6,69.3,9,470(-2),,,,[東]天間昭一,矢野琢也,,202306030704
10,8,12,ショーエース,牡3,56,木幡巧也,1:56.6,1.3/4,**,,,,,2-2-3-2,40.2,134.6,11,476(-6),,,,[東]小笠倫弘,吉冨学,,202306030704
11,4,4,サクラトップロール,牡3,54,小林脩斗,1:56.8,1.1/4,**,,,,,9-10-13-13,39.6,215.1,12,462(+2),,,,[東]奥平雅士,トップフェロウ,,202306030704
12,2,2,フジブルーダイヤ,牝3,53,永野猛蔵,1:57.1,1.3/4,**,,,,,13-12-9-8,40.3,43.4,8,446(-8),,,,[東]尾形和幸,フジレーシング,,202306030704
13,6,9,ヒズハイネス,牡3,56,Ｍ．デム,1:57.6,3,**,,,,,2-3-2-2,41.4,16.2,7,450(+4),,,,[西]斉藤崇史,フクキタル,,202306030704
1,4,7,レッドバレンティア,牡3,56,レーン,1:36.4,,**,,,,,1-1-1,35.8,2.2,1,444(+4),,,,[東]手塚貴久,東京ホースレーシング,550.0,202306030705
2,1,2,ミヤビブレイブ,牝3,54,松岡正海,1:37.1,4,**,,,,,2-2-2,36.2,3.1,2,456(0),,,,[東]小島茂之,村上義勝,220.0,202306030705
3,8,16,グランドカリナン,牡3,56,津村明秀,1:37.2,クビ,**,,,,,11-11-8,35.6,13.4,5,450(-4),,,,[東]田島俊明,田畑利彦,140.0,202306030705
4,6,12,アンチフラジャイル,牡3,56,Ｍ．デム,1:37.5,1.3/4,**,,,,,5-4-4,36.4,6.7,3,480(+8),,,,[東]尾関知人,山本英俊,83.0,202306030705
5,4,8,オニユリ,牝3,54,野中悠太,1:37.8,2,**,,,,,9-9-10,36.3,68.6,11,468(0),,,,[東]小西一男,河内孝夫,55.0,202306030705
6,2,4,エフロレセンス,牝3,54,石橋脩,1:37.9,クビ,**,,,,,5-6-6,36.6,46.3,8,440(-2),,,,[東]古賀慎明,ゴドルフィン,,202306030705
7,1,1,テマリ,牝3,54,杉原誠人,1:38.1,1.1/4,**,,,,,5-6-5,36.8,209.8,14,398(-6),,,,[東]深山雅史,武田浩典,,202306030705
8,6,11,シルバーテーラー,牝3,54,吉田豊,1:38.1,クビ,**,,,,,13-12-11,36.2,56.0,10,452(-4),,,,[東]高橋文雅,中西浩一,,202306030705
9,8,15,スパークタイムリー,牝3,54,田辺裕信,1:38.1,クビ,**,,,,,5-6-6,36.8,31.7,6,452(0),,,,[東]小島茂之,西見徹也,,202306030705
10,5,9,フロンテアブライト,牡3,56,内田博幸,1:38.1,アタマ,**,,,,,16-15-14,35.9,51.3,9,480(0),,,,[東]奥村武,三協ファーム,,202306030705
11,7,13,ティックルハート,牝3,54,菅原明良,1:38.5,2,**,,,,,4-2-3,37.7,8.8,4,450(+2),,,,[東]高木登,Ｇ１レーシング,,202306030705
12,7,14,ロードイモータル,牡3,55,永野猛蔵,1:38.6,1,**,,,,,13-16-15,36.3,140.5,13,496(-8),,,,[東]和田勇介,ロードホースクラブ,,202306030705
13,3,6,アイワナアイドル,牝3,51,小林勝太,1:38.7,1/2,**,,,,,2-4-8,37.5,104.0,12,396(+2),,,,[東]戸田博文,ＤＭＭドリームクラブ,,202306030705
14,2,3,カルテレヴァンテ,牝3,54,丸田恭介,1:38.8,1/2,**,,,,,13-12-11,36.9,254.5,15,434(-20),,,,[東]伊藤大士,大塚亮一,,202306030705
15,3,5,シャンディエン,牡3,56,木幡巧也,1:39.4,3.1/2,**,,,,,9-9-11,37.9,40.7,7,496(-12),,,,[東]林徹,サンデーレーシング,,202306030705
16,5,10,アシュームエアズ,牝3,54,大野拓弥,1:39.6,1,**,,,,,11-12-15,37.7,264.9,16,456(0),,,,[東]辻哲英,ゴドルフィン,,202306030705
1,4,5,ハッスルダンク,牡3,56,杉原誠人,1:52.2,,**,,,,,3-4-4-4,37.1,6.6,4,438(0),,,,[東]中川公成,高篠憲一,780.0,202306030706
2,6,9,ワンライトスター,牡3,56,石川裕紀,1:52.8,4,**,,,,,2-2-2-2,38.1,22.8,8,474(+8),,,,[西]茶木太樹,宮本育也,310.0,202306030706
3,1,1,マオノアラシ,牡3,56,田辺裕信,1:53.0,1,**,,,,,9-9-8-8,37.5,5.5,3,488(-2),,,,[東]加藤士津,湯浅健司,200.0,202306030706
4,8,13,ジャスパーバローズ,牡3,56,津村明秀,1:53.1,1/2,**,,,,,6-4-4-2,38.1,13.0,7,494(-6),,,,[西]清水久詞,猪熊広次,120.0,202306030706
5,5,7,アオイイーグル,牡3,56,荻野琢真,1:53.8,4,**,,,,,10-10-11-11,38.2,3.8,1,478(-6),,,,[西]大久保龍,新谷正子,78.0,202306030706
6,3,3,スウィーヴェモワ,牝3,54,大野拓弥,1:53.9,クビ,**,,,,,1-1-1-1,39.2,4.0,2,500(-8),,,,[東]田村康仁,ラ・メール,,202306030706
7,4,4,トーホウレーゲン,牡3,56,レーン,1:54.1,1.1/2,**,,,,,10-11-11-11,38.4,22.9,9,456(+12),,,,[西]石坂公一,東豊物産,,202306030706
8,7,10,ヒューゴ,牡3,56,菅原明良,1:54.2,3/4,**,,,,,6-8-6-6,38.9,10.4,5,462(-4),,,,[東]加藤征弘,林正道,,202306030706
9,8,12,クリスプブリーズ,牡3,56,木幡巧也,1:54.3,クビ,**,,,,,3-2-3-4,39.4,79.5,12,496(-4),,,,[東]菊川正達,コロンバスサークル,,202306030706
10,2,2,ナスノカンゲツ,牡3,56,横山武史,1:54.3,クビ,**,,,,,5-6-8-9,38.9,12.7,6,504(0),,,,[東]武井亮,那須野牧場,,202306030706
11,6,8,スナイチゴールド,牡3,56,丸田恭介,1:54.5,1.1/4,**,,,,,6-6-6-6,39.3,43.9,11,520(-6),,,,[東]加藤和宏,ゴールドレーシング,,202306030706
12,5,6,ゴンドワナ,牡3,56,柴田善臣,1:54.7,1,**,,,,,13-12-11-9,39.1,142.1,13,476(-12),,,,[東]小島茂之,岡田牧雄,,202306030706
13,7,11,シリアルノヴェル,牡3,55,永野猛蔵,1:55.6,5,**,,,,,12-12-8-11,40.2,26.3,10,474(+2),,,,[東]伊藤圭三,社台レースホース,,202306030706
1,6,6,シャドウマッドネス,セ4,58,Ｍ．デム,2:16.8,,**,,,,,11-11-11-10,36.5,4.4,3,432(+8),,,,[東]和田勇介,飯塚知一,800.0,202306030707
2,4,4,エクスインパクト,セ5,58,木幡巧也,2:17.0,1.1/2,**,,,,,7-7-6-5,37.7,10.5,6,478(-2),,,,[東]尾関知人,シルクレーシング,320.0,202306030707
3,8,10,ヴィトーリア,牡5,58,横山武史,2:17.1,クビ,**,,,,,10-10-9-5,37.4,3.5,2,450(0),,,,[西]武英智,寺田寿男,200.0,202306030707
4,2,2,ボンベール,牡7,58,内田博幸,2:17.3,1.1/4,**,,,,,1-1-1-1,38.4,3.2,1,498(-8),,,,[東]辻哲英,木部厳生,120.0,202306030707
5,7,8,キュンストラー,牝5,56,菅原明良,2:17.4,1,**,,,,,8-7-8-5,37.8,23.1,7,406(+2),,,,[東]松永康利,サラブレッドクラブ・ラフィアン,80.0,202306030707
6,6,7,ゼアズノープレイス,牡4,58,柴田善臣,2:17.5,1/2,**,,,,,5-5-4-2,38.3,67.0,10,476(+6),,,,[東]村田一誠,谷口祐人,,202306030707
7,1,1,カトルショセット,牝5,56,津村明秀,2:17.7,1,**,,,,,6-6-6-2,38.4,10.3,5,476(-4),,,,[東]黒岩陽一,Ｇ１レーシング,,202306030707
8,8,11,ウインマイルート,牡4,58,石川裕紀,2:18.8,7,**,,,,,2-2-2-2,39.9,7.5,4,458(+2),,,,[東]鈴木慎太,ウイン,,202306030707
9,7,9,ナミブ,セ7,58,杉原誠人,2:19.1,1.3/4,**,,,,,8-9-9-11,39.4,43.7,8,466(-4),,,,[東]南田美知,ミルファーム,,202306030707
10,5,5,クラウンセト,牡4,58,武士沢友,2:20.2,7,**,,,,,4-4-4-5,41.0,55.8,9,454(-15),,,,[東]本間忍,和田志保,,202306030707
11,3,3,ユキノオウジサマ,牡4,58,原田和真,2:20.9,4,**,,,,,3-3-3-5,41.9,83.9,11,514(-2),,,,[東]田島俊明,藤沼利夫,,202306030707
1,1,1,ジャスパークローネ,牡4,58,レーン,1:09.8,,**,,,,,1-1,35.6,2.6,1,482(-6),,,,[西]森秀行,加藤和夫,"1,140.0",202306030708
2,1,2,ロードラスター,牡5,58,菅原明良,1:10.1,1.3/4,**,,,,,6-5,35.4,16.1,6,512(-2),,,,[西]千田輝彦,ロードホースクラブ,460.0,202306030708
3,2,3,クムシラコ,牡5,58,内田博幸,1:10.6,3,**,,,,,3-3,36.0,71.8,12,476(+6),,,,[東]石毛善彦,ミルファーム,290.0,202306030708
4,3,5,イズンシーラブリー,牝5,56,横山武史,1:10.6,クビ,**,,,,,13-12,35.2,2.9,2,430(+4),,,,[東]加藤征弘,諸江幸祐,170.0,202306030708
5,7,13,ルルローズ,牝5,56,杉原誠人,1:10.7,クビ,**,,,,,3-5,36.2,9.4,3,466(0),,,,[東]伊藤大士,的場徹,114.0,202306030708
6,4,8,ミズノコキュウ,牝4,56,Ｍ．デム,1:10.7,アタマ,**,,,,,3-3,36.2,27.9,8,420(-4),,,,[東]水野貴広,サラブレッドクラブ・ラフィアン,,202306030708
7,3,6,トーセンサンダー,牡4,55,小林勝太,1:10.7,ハナ,**,,,,,6-7,35.9,11.2,4,472(0),,,,[東]杉浦宏昭,島川隆哉,,202306030708
8,5,10,アスターディゴン,牡4,58,石橋脩,1:10.8,1/2,**,,,,,9-8,35.8,26.4,7,478(0),,,,[西]中竹和也,加藤久枝,,202306030708
9,7,14,ポピュラーソング,牝6,56,木幡巧也,1:10.8,アタマ,**,,,,,8-8,35.9,177.2,16,450(-4),,,,[東]土田稔,酒井孝敏,,202306030708
10,8,16,ウメタロウ,牡8,58,水口優也,1:10.9,3/4,**,,,,,13-12,35.4,130.0,15,510(-2),,,,[東]伊藤大士,ミルファーム,,202306030708
11,6,12,ジャガード,牡5,57,永野猛蔵,1:10.9,ハナ,**,,,,,15-15,35.1,93.2,13,426(+6),,,,[東]和田雄二,栗坂崇,,202306030708
12,8,15,カシノフォワード,セ5,58,丸田恭介,1:11.0,1/2,**,,,,,11-11,35.9,98.4,14,434(-2),,,,[東]蛯名利弘,柏木務,,202306030708
13,2,4,タッカーシルバー,牝4,56,津村明秀,1:11.0,アタマ,**,,,,,9-8,36.0,15.1,5,456(0),,,,[東]鈴木伸尋,小松崎孝,,202306030708
14,6,11,アップリバー,牝5,56,柴田善臣,1:11.2,3/4,**,,,,,2-2,36.9,29.3,9,492(0),,,,[東]牧光二,平田修,,202306030708
15,5,9,グレタ,牝4,56,大野拓弥,1:11.2,クビ,**,,,,,16-16,35.3,29.4,10,460(0),,,,[東]清水英克,大脇佑樹,,202306030708
16,4,7,フェイマスダンディ,牡5,58,野中悠太,1:11.3,クビ,**,,,,,12-12,36.0,55.6,11,474(+2),,,,[東]深山雅史,堀江貞幸,,202306030708
1,1,1,スズカハービン,牡3,56,津村明秀,2:04.2,,**,,,,,9-9-10-8,36.7,24.9,10,460(-4),,,,[西]高橋義忠,永井啓弍,"1,099.4",202306030709
2,6,7,シルバーティムール,牡3,56,吉田豊,2:04.2,アタマ,**,,,,,11-11-10-5,36.7,13.8,7,500(-4),,,,[東]久保田貴,越村洋子,438.4,202306030709
3,8,12,ダニーデン,牡3,56,北村宏司,2:04.2,ハナ,**,,,,,4-5-5-2,37.2,6.5,3,500(-8),,,,[東]辻哲英,吉田和美,274.2,202306030709
