着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数タイム指数(通常)タイム指数マスター,ﾀｲﾑ指数Mタイム指数(通常)タイム指数マスター,ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id
2,3,5,ジチュダケテソーロ,牡3,56,三浦皇成,2:12.4,1.1/4,**,,,,,11-10-7-4,38.4,3.8,2,498(+2),,,,[東]加藤士津,了徳寺健二ホールディングス,200.0,202005030306
3,4,8,セイウンソルジャー,牡3,56,高野和馬,2:12.8,2.1/2,**,,,,,5-4-4-4,38.8,9.4,4,516(-2),,,,[東]小手川準,西山茂行,130.0,202005030306
4,2,3,ワンダーサーイター,牡3,56,菅原隆一,2:13.3,3,**,,,,,4-4-7-7,39.0,33.3,9,452(-2),,,,[東]畠山吉宏,山本能成,77.0,202005030306
5,1,2,エアリアルシティー,牡3,56,岩部純二,2:13.5,1.1/2,**,,,,,16-16-11-10,38.9,95.7,12,486(-2),,,,[東]石毛善彦,ミルファーム,51.0,202005030306
6,7,14,ビレッジイーグル,牡3,56,江田照男,2:14.3,5,**,,,,,3-3-4-6,40.1,10.8,5,486(-6),,,,[東]竹内正洋,村山輝雄,,202005030306
7,5,10,キークラウン,牡3,56,野中悠太,2:14.3,クビ,**,,,,,11-12-12-12,39.3,64.9,10,498(+4),,,,[東]黒岩陽一,北前孔一郎,,202005030306
8,6,12,リチュアルダンス,牡3,56,ルメール,2:14.4,クビ,**,,,,,15-12-9-7,40.0,7.1,3,510(+12),,,,[東]尾関知人,ゴドルフィン,,202005030306
9,8,15,マイネルティプトン,牡3,56,宮崎北斗,2:14.4,クビ,**,,,,,5-4-4-7,40.1,263.2,16,480(0),,,,[東]青木孝文,サラブレッドクラブ・ラフィアン,,202005030306
10,4,7,マイネルエピキュア,牡3,56,嘉藤貴行,2:14.9,3,**,,,,,8-7-9-10,40.3,202.6,15,482(+2),,,,[東]松永康利,サラブレッドクラブ・ラフィアン,,202005030306
11,2,4,ミスターサンド,牡3,56,石橋脩,2:15.2,2,**,,,,,1-1-1-2,41.3,2.5,1,472(+4),,,,[東]栗田徹,山口功一郎,,202005030306
12,7,13,ニシノストロング,セ3,56,武藤雅,2:15.5,1.3/4,**,,,,,13-15-16-16,38.7,169.3,14,488(-2),,,,[東]小島茂之,西山茂行,,202005030306
13,1,1,キンバリープロセス,牡3,56,津村明秀,2:15.6,クビ,**,,,,,13-12-15-14,39.5,27.9,8,510(+6),,,,[東]手塚貴久,ゴドルフィン,,202005030306
14,6,11,セイウンカゲロウ,牡3,56,内田博幸,2:15.8,1.1/4,**,,,,,8-7-2-2,41.9,14.6,7,496(-4),,,,[東]奥平雅士,西山茂行,,202005030306
15,5,9,キアナポラリス,牝3,51,原優介,2:17.1,8,**,,,,,5-7-14-14,41.1,154.7,13,450(+2),,,,[東]宮田敬介,ノルマンディーサラブレッドレーシング,,202005030306
16,8,16,ディヒター,牡3,56,木幡巧也,2:20.3,大,**,,,,,8-10-12-13,44.4,90.9,11,518(+4),,,,[東]林徹,林正道,,202005030306
1,6,11,レッドラルジュ,牝3,54,ルメール,1:38.8,,**,,,,,2-3,37.6,2.0,1,474(+2),,,,[東]木村哲也,東京ホースレーシング,510.0,202005030307
2,5,9,ミスミルドレッド,牝3,54,武豊,1:39.2,2.1/2,**,,,,,2-1,38.2,3.8,2,444(+2),,,,[東]小島茂之,丸山担,200.0,202005030307
3,8,16,リライトザスターズ,牝3,54,田辺裕信,1:39.3,1/2,**,,,,,12-13,37.2,21.2,6,488(-4),,,,[東]尾関知人,飯田良枝,130.0,202005030307
4,6,12,サクラアスター,牝3,54,レーン,1:39.6,2,**,,,,,4-6,38.1,7.0,3,486(0),,,,[東]金成貴史,さくらコマース,77.0,202005030307
5,3,6,ハワーマハル,牝3,54,西田雄一,1:39.9,1.1/2,**,,,,,4-7,38.3,49.2,8,456(+2),,,,[東]南田美知,ミルファーム,51.0,202005030307
6,8,17,ヴォールヴィコント,牝3,54,北村宏司,1:39.9,クビ,**,,,,,11-10,38.0,57.5,9,484(-4),,,,[東]上原博之,栗山良子,,202005030307
7,1,1,ココニアル,牝3,54,武藤雅,1:40.0,1/2,**,,,,,14-13,37.9,20.4,5,440(-2),,,,[東]和田勇介,村田能光,,202005030307
8,8,18,ディーズギャラント,牝3,52,菅原明良,1:40.2,1.1/4,**,,,,,16-15,38.0,72.1,12,442(+4),,,,[東]藤原辰雄,秋谷壽之,,202005030307
9,4,8,ラインシュプール,牝3,54,武士沢友,1:40.6,2.1/2,**,,,,,17-16,38.3,66.3,11,420(+10),,,,[東]水野貴広,大澤繁昌,,202005030307
10,2,3,キミノミラクル,牝3,54,野中悠太,1:40.7,1/2,**,,,,,4-3,39.5,25.2,7,488(-4),,,,[東]根本康広,平賀久枝,,202005030307
11,5,10,ステラドーロ,牝3,54,戸崎圭太,1:40.8,1/2,**,,,,,1-2,39.8,9.4,4,450(+4),,,,[東]畠山吉宏,サラブレッドクラブ・ラフィアン,,202005030307
12,2,4,ベルザロイヤル,牝3,52,藤田菜七,1:40.8,クビ,**,,,,,8-9,39.0,61.4,10,424(-2),,,,[東]田村康仁,子安裕樹,,202005030307
13,1,2,ミヤコシャンティ,牝3,52,木幡育也,1:40.9,1/2,**,,,,,9-7,39.3,174.8,14,428(+2),,,,[東]宗像義忠,吉田喜代司,,202005030307
14,3,5,ラシックアンレーヴ,牝3,54,津村明秀,1:41.8,5,**,,,,,4-5,40.5,166.8,13,478(-18),,,,[東]鈴木伸尋,西森功,,202005030307
15,7,13,キラークイーン,牝3,54,木幡巧也,1:42.1,1.3/4,**,,,,,12-10,40.2,228.5,16,448(+6),,,,[東]久保田貴,村木隆,,202005030307
16,4,7,ニシノアインス,牝3,54,内田博幸,1:42.5,2.1/2,**,,,,,18-17,39.7,217.8,15,412(0),,,,[東]土田稔,西山茂行,,202005030307
17,7,15,マリノコジーン,牝3,54,江田照男,1:43.4,5,**,,,,,9-10,41.5,270.3,17,446(+14),,,,[東]水野貴広,クラウン,,202005030307
中,7,14,シセイニシキ,牝3,54,伊藤工真,,,**,,,,,15,,532.6,18,436(+8),,,,[東]高橋文雅,猪苗代勇,,202005030307
1,6,6,コスモインペリウム,牡3,54,武藤雅,2:05.9,,**,,,,,2-2-2,37.0,4.3,4,512(+2),,,,[東]和田雄二,岡田繁幸,760.0,202005030308
2,3,3,ライル,牡4,57,レーン,2:06.2,1.3/4,**,,,,,1-1-1,37.4,3.6,2,500(0),,,,[東]手塚貴久,サンデーレーシング,300.0,202005030308
3,2,2,マイネルソラス,牡3,54,石橋脩,2:06.4,1.1/2,**,,,,,3-3-3,37.3,14.3,5,460(-10),,,,[東]和田正一,サラブレッドクラブ・ラフィアン,190.0,202005030308
4,4,4,マイネルミュトス,牡4,57,三浦皇成,2:07.3,5,**,,,,,5-5-5,38.0,3.6,3,480(+4),,,,[東]鹿戸雄一,サラブレッドクラブ・ラフィアン,110.0,202005030308
5,8,8,ラウドアンドクリア,牡3,54,ルメール,2:07.3,クビ,**,,,,,5-5-3,38.1,2.9,1,518(-2),,,,[東]加藤征弘,ゴドルフィン,76.0,202005030308
6,5,5,エルポルラド,牡5,57,西田雄一,2:07.8,3,**,,,,,8-8-8,37.6,163.1,8,474(-2),,,,[東]武藤善則,加藤裕司,,202005030308
7,1,1,オノーレペスカ,牝4,55,原田和真,2:08.1,1.3/4,**,,,,,5-7-7,38.6,101.3,7,418(-14),,,,[東]小桧山悟,三岡陽,,202005030308
8,7,7,アルファウェーブ,牡3,52,木幡育也,2:09.2,7,**,,,,,4-4-5,39.9,18.2,6,536(+4),,,,[東]藤沢和雄,吉田勝己,,202005030308
1,7,10,カラテ,牡4,57,菅原明良,1:38.3,,**,,,,,4-7,37.4,44.6,8,508(+4),,,,[東]高橋祥泰,小田切光,"1,091.5",202005030309
2,6,7,セイウンヴィーナス,牝3,52,野中悠太,1:38.9,3.1/2,**,,,,,4-3,38.1,5.7,3,436(0),,,,[東]本間忍,西山茂行,429.0,202005030309
3,3,3,メイクアンシー,牡4,57,横山和生,1:39.1,1,**,,,,,6-7,38.2,93.6,10,456(+4),,,,[東]小手川準,チームユッキレーシング,274.5,202005030309
4,5,6,メリディアンローグ,牡3,54,ルメール,1:39.2,1/2,**,,,,,9-9,38.2,3.7,2,466(-2),,,,[東]藤沢和雄,山本英俊,160.0,202005030309
5,6,8,イザラ,牝3,52,戸崎圭太,1:39.2,ハナ,**,,,,,1-1,38.7,5.8,4,446(-2),,,,[東]加藤征弘,栗坂崇,106.0,202005030309
6,2,2,ローレリスト,牡3,54,石橋脩,1:39.9,4,**,,,,,12-11,38.7,49.8,9,442(-8),,,,[東]中川公成,多田賢司,,202005030309
7,7,9,ショーヒデキラ,牡4,57,内田博幸,1:39.9,ハナ,**,,,,,2-2,39.3,19.2,7,480(0),,,,[東]鈴木伸尋,吉冨学,,202005030309
8,8,12,シャイニーピース,牡6,57,木幡育也,1:39.9,クビ,**,,,,,11-11,38.7,110.6,11,498(-2),,,,[東]田中剛,小林昌志,,202005030309
9,1,1,フィリアーノ,牡4,57,レーン,1:40.4,3,**,,,,,6-3,39.6,7.8,5,460(0),,,,[東]手塚貴久,吉田勝己,,202005030309
10,5,5,オーロアドーネ,牡3,54,三浦皇成,1:41.7,8,**,,,,,3-3,40.9,3.4,1,478(0),,,,[東]戸田博文,ＤＭＭドリームクラブ,,202005030309
11,4,4,カンパーニャ,牡4,57,北村宏司,1:41.9,1.1/4,**,,,,,6-3,41.1,9.9,6,454(+2),,,,[東]畠山吉宏,村野康司,,202005030309
12,8,11,サンマルフラッシュ,牡4,57,嘉藤貴行,1:42.6,4,**,,,,,9-9,41.5,319.7,12,474(+8),,,,[東]佐藤吉勝,相馬勇,,202005030309
1,4,8,ポップシンガー,牝6,55,北村宏司,1:17.0,,**,,,,,1-1,35.9,51.6,12,460(+2),,,,[東]鈴木伸尋,村山卓也,"1,542.7",202005030310
2,6,11,カミノコ,牡5,57,田中勝春,1:17.3,1.3/4,**,,,,,5-3,35.8,16.6,6,468(-2),,,,[西]森秀行,門野重雄,612.2,202005030310
3,2,3,コマノゼニト,牡4,57,ルメール,1:17.6,2,**,,,,,15-14,35.3,2.6,1,478(0),,,,[東]伊藤圭三,長谷川芳信,386.1,202005030310
4,4,7,ニシノホライゾン,牡3,54,田辺裕信,1:17.6,アタマ,**,,,,,16-16,35.1,8.1,4,490(-12),,,,[東]的場均,西山茂行,230.0,202005030310
5,5,10,ウメタロウ,牡5,57,江田照男,1:17.8,1.1/4,**,,,,,8-7,36.0,20.1,8,500(+2),,,,[東]伊藤大士,ミルファーム,150.0,202005030310
6,2,4,スーパーアキラ,牡5,57,石川裕紀,1:17.8,ハナ,**,,,,,11-11,35.8,104.2,13,518(+6),,,,[東]矢野英一,井山登,,202005030310
7,1,1,ホイールバーニング,牡7,57,武豊,1:17.8,クビ,**,,,,,11-14,35.6,35.2,10,536(-2),,,,[西]牧田和弥,市川義美ホールディングス,,202005030310
8,3,5,レイテントロアー,牡3,54,嘉藤貴行,1:18.0,1.1/4,**,,,,,11-11,36.0,4.7,2,462(-4),,,,[東]田中清隆,矢野亨憲,,202005030310
9,3,6,カーンテソーロ,牡4,57,三浦皇成,1:18.1,1/2,**,,,,,5-4,36.5,27.9,9,486(-4),,,,[東]竹内正洋,了徳寺健二ホールディングス,,202005030310
10,7,13,プタハ,牡5,57,木幡巧也,1:18.8,4,**,,,,,4-4,37.1,10.1,5,526(-2),,,,[東]斎藤誠,高瀬真尚,,202005030310
11,7,14,ティアップサンダー,牡8,57,西田雄一,1:18.8,アタマ,**,,,,,11-11,36.8,195.9,15,498(+4),,,,[東]奥平雅士,田中昇,,202005030310
12,8,16,ショウナンガナドル,牡4,57,レーン,1:18.8,クビ,**,,,,,7-7,37.0,7.2,3,492(0),,,,[東]田中剛,国本哲秀,,202005030310
13,1,2,シメイ,牡5,57,武藤雅,1:19.0,3/4,**,,,,,8-10,37.1,148.4,14,510(+14),,,,[西]森秀行,岩見裕輔,,202005030310
14,6,12,パイロジェン,牡4,57,内田博幸,1:19.0,ハナ,**,,,,,8-7,37.2,37.2,11,456(+2),,,,[東]伊藤圭三,ゴドルフィン,,202005030310
15,8,15,ウイナーズロード,牝6,55,柴田善臣,1:19.2,1.1/4,**,,,,,2-2,38.0,294.5,16,464(+38),,,,[東]天間昭一,宮内牧場,,202005030310
16,5,9,エリンアクトレス,牝4,55,津村明秀,1:22.8,大,**,,,,,3-4,41.2,18.0,7,484(+8),,,,[東]清水英克,田頭勇貴,,202005030310
1,7,13,サンレイポケット,牡5,55,戸崎圭太,2:33.1,,**,,,,,13-13-9-8,37.2,4.8,3,480(+6),,,,[西]高橋義忠,永井啓弍,"1,859.9",202005030311
2,3,6,アイファーキングズ,牡4,56,横山和生,2:33.1,クビ,**,,,,,1-1-1-1,37.8,35.1,10,498(-2),,,,[西]鮫島一歩,中島稔,741.4,202005030311
3,1,2,フィールインラヴ,牡5,54,丸田恭介,2:33.2,1/2,**,,,,,17-15-15-15,36.9,56.9,13,466(+14),,,,[西]浅見秀一,大塚亮一,465.7,202005030311
4,8,16,シャイニーゲール,牡6,54,田辺裕信,2:33.4,1.1/4,**,,,,,6-8-9-8,37.5,24.7,8,462(-4),,,,[西]石坂正,小林昌志,270.0,202005030311
5,6,12,マイネルカレッツァ,牡8,54,石川裕紀,2:33.9,3,**,,,,,4-6-4-3,38.5,120.5,16,522(+6),,,,[東]加藤士津,サラブレッドクラブ・ラフィアン,182.0,202005030311
6,2,4,シルヴァーソニック,牡4,55,武豊,2:33.9,クビ,**,,,,,11-8-7-5,38.2,8.4,4,446(0),,,,[西]池江泰寿,社台レースホース,,202005030311
7,2,3,レオビヨンド,牡4,55,北村宏司,2:34.3,2.1/2,**,,,,,6-6-7-8,38.4,4.7,2,484(+6),,,,[西]高柳大輔,レオ,,202005030311
8,4,7,サトノラディウス,牡4,56,ルメール,2:35.1,5,**,,,,,9-8-9-8,39.3,3.6,1,484(0),,,,[東]国枝栄,サトミホースカンパニー,,202005030311
9,3,5,メイショウタカトラ,牡6,52,菅原明良,2:35.3,1.1/4,**,,,,,2-2-2-2,40.0,123.0,17,494(+4),,,,[西]荒川義之,松本好雄,,202005030311
10,4,8,マコトガラハッド,セ7,54,江田照男,2:35.5,1.1/4,**,,,,,9-11-13-13,39.4,77.6,14,496(0),,,,[西]鮫島一歩,ディアマント,,202005030311
11,6,11,マイネルキラメキ,牡5,54,野中悠太,2:35.5,アタマ,**,,,,,18-18-15-15,39.2,180.7,18,440(+2),,,,[東]和田雄二,サラブレッドクラブ・ラフィアン,,202005030311
12,7,14,ギャラッド,セ5,55,津村明秀,2:35.6,3/4,**,,,,,12-12-9-12,39.6,38.5,12,482(+2),,,,[東]田村康仁,キャロットファーム,,202005030311
13,7,15,ヘリファルテ,牡6,55,石橋脩,2:35.6,ハナ,**,,,,,15-15-13-13,39.5,36.9,11,492(+8),,,,[東]堀宣行,サンデーレーシング,,202005030311
14,1,1,カーロバンビーナ,牝5,52,吉田豊,2:35.9,1.1/2,**,,,,,6-4-4-5,40.2,29.2,9,406(+2),,,,[東]戸田博文,社台レースホース,,202005030311
15,8,17,サトノオンリーワン,牡5,55,レーン,2:35.9,ハナ,**,,,,,13-14-15-15,39.7,19.1,7,486(-8),,,,[東]堀宣行,里見治紀,,202005030311
16,5,9,ダイワダグラス,牡4,56,三浦皇成,2:36.4,3,**,,,,,4-4-4-5,40.8,9.0,5,502(0),,,,[東]鹿戸雄一,大城敬三,,202005030311
17,5,10,ベイビーステップ,牡6,55,武藤雅,2:36.9,3,**,,,,,3-3-2-3,41.5,16.9,6,492(+2),,,,[東]菊川正達,大塚亮一,,202005030311
中,8,18,カイザーヴェッター,牡5,54,木幡育也,,,**,,,,,15-17-18-18,,96.9,15,492(0),,,,[東]黒岩陽一,シルクレーシング,,202005030311
1,6,11,ニュートンテソーロ,牡3,54,戸崎圭太,1:36.2,,**,,,,,10-10,36.3,3.2,1,484(-2),,,,[東]田中博康,了徳寺健二ホールディングス,760.0,202005030312
2,3,5,アイノア,牝3,52,津村明秀,1:36.4,1.1/4,**,,,,,3-4,37.0,14.7,7,480(0),,,,[東]青木孝文,ビッグレッドファーム,300.0,202005030312
3,8,15,イマジナリーライン,牡3,54,武豊,1:36.5,1/2,**,,,,,3-3,37.3,5.0,3,492(+2),,,,[東]鹿戸雄一,社台レースホース,190.0,202005030312
4,3,6,キタノユウキ,牡5,57,レーン,1:36.6,1/2,**,,,,,5-4,37.1,4.9,2,560(0),,,,[東]相沢郁,河内孝夫,110.0,202005030312
5,7,14,グロリアスホープ,牡4,57,石橋脩,1:36.6,ハナ,**,,,,,2-2,37.5,18.8,8,502(+2),,,,[東]矢野英一,ターフ・スポート,76.0,202005030312
6,5,9,テンサイドカップ,牝3,52,江田照男,1:36.8,1.1/4,**,,,,,12-12,36.5,41.9,10,466(0),,,,[東]矢野英一,天白泰司,,202005030312
7,1,1,プロース,牡4,57,吉田豊,1:37.2,2.1/2,**,,,,,10-11,37.1,63.0,13,500(-6),,,,[東]田村康仁,高樽さゆり,,202005030312
8,4,7,ロワマージュ,牡3,54,三浦皇成,1:37.3,1/2,**,,,,,9-7,37.5,24.9,9,476(+2),,,,[東]池上昌和,ゴドルフィン,,202005030312
9,7,13,グリューネリヒト,セ4,57,北村宏司,1:37.4,クビ,**,,,,,13-16,36.8,42.8,11,494(-2),,,,[東]高木登,サンデーレーシング,,202005030312
10,1,2,アララトテソーロ,牡4,55,藤田菜七,1:37.8,2.1/2,**,,,,,15-13,37.3,74.8,14,482(-6),,,,[東]和田雄二,了徳寺健二ホールディングス,,202005030312
11,5,10,ユキノアンビシャス,牡5,57,柴田善臣,1:37.8,ハナ,**,,,,,13-13,37.3,49.2,12,498(0),,,,[東]新開幸一,井上基之,,202005030312
12,6,12,パイオニアバローズ,セ4,57,ルメール,1:37.9,3/4,**,,,,,7-7,38.2,10.9,5,524(0),,,,[東]木村哲也,猪熊広次,,202005030312
13,2,4,アテンコール,牡5,54,小林脩斗,1:38.0,3/4,**,,,,,8-7,38.2,289.5,16,464(-4),,,,[東]天間昭一,齊藤直信,,202005030312
14,2,3,バイシュラバナ,牡3,54,田辺裕信,1:38.2,1.1/4,**,,,,,15-13,37.7,8.3,4,472(+8),,,,[東]久保田貴,草間庸文,,202005030312
15,4,8,ルミナスナイト,牝3,50,木幡育也,1:38.7,3,**,,,,,1-1,39.6,14.4,6,504(+2),,,,[東]畠山吉宏,岡田牧雄,,202005030312
16,8,16,セレンディピア,牡3,54,石川裕紀,1:39.0,2,**,,,,,5-4,39.5,187.6,15,460(-4),,,,[東]尾形和幸,ノルマンディーサラブレッドレーシング,,202005030312
1,2,4,ヘライア,牝3,53,岩田望来,1:37.3,,**,,,,,9-7,37.1,24.3,7,472(-8),,,,[東]加藤征弘,吉田照哉,510.0,202005030401
2,1,2,スピードオブラブ,牝3,54,三浦皇成,1:37.6,1.3/4,**,,,,,15-15,36.6,5.7,3,442(+8),,,,[東]中川公成,石井義人,200.0,202005030401
3,7,14,ズールー,牝3,54,ルメール,1:37.6,アタマ,**,,,,,3-2,38.2,3.9,2,472(0),,,,[東]高木登,椎名節,130.0,202005030401
4,4,8,アッタヴァンティ,牝3,52,菅原明良,1:38.6,6,**,,,,,5-4,38.7,37.3,9,424(-10),,,,[東]中川公成,サンデーレーシング,77.0,202005030401
5,4,7,アーデントラブ,牝3,54,戸崎圭太,1:38.6,ハナ,**,,,,,14-12,37.7,6.0,4,440(+6),,,,[東]田中博康,ノースヒルズ,51.0,202005030401
6,1,1,セイプレシャス,牝3,54,武藤雅,1:38.9,2,**,,,,,16-15,37.8,55.5,11,430(0),,,,[東]浅野洋一,金田成基,,202005030401
7,7,13,ハヴォナ,牝3,51,原優介,1:39.4,3,**,,,,,11-8,38.8,378.4,16,438(+4),,,,[東]松山将樹,阿部善武,,202005030401
8,8,15,エドノスカッシュ,牝3,54,木幡巧也,1:39.4,クビ,**,,,,,11-8,38.9,62.4,12,466(-8),,,,[東]松山将樹,遠藤喜松,,202005030401
9,8,16,トクシーズファー,牝3,54,横山和生,1:39.5,クビ,**,,,,,1-1,40.2,3.2,1,436(+4),,,,[東]戸田博文,ＡＩレーシング,,202005030401
10,6,12,ニットウムギ,牝3,54,柴田善臣,1:39.5,ハナ,**,,,,,2-2,40.1,24.4,8,456(+10),,,,[東]高橋文雅,日東牧場,,202005030401
11,3,5,ユウチャファスト,牝3,54,北村宏司,1:40.2,4,**,,,,,11-12,39.4,8.3,5,452(0),,,,[東]中舘英二,長谷川祐司,,202005030401
12,5,10,ホッコージュンレイ,牝3,54,西田雄一,1:40.8,3.1/2,**,,,,,5-4,40.9,221.2,15,444(+4),,,,[東]松永康利,北幸商事,,202005030401
13,2,3,バースデーギフト,牝3,54,石橋脩,1:41.5,4,**,,,,,10-12,40.6,18.0,6,428(+4),,,,[東]牧光二,小國和紀,,202005030401
14,5,9,ノボパニコ,牝3,54,江田照男,1:42.1,3.1/2,**,,,,,5-8,41.6,207.9,14,474(+8),,,,[東]天間昭一,ＬＳ．Ｍ,,202005030401
15,6,11,デルマアイオライト,牝3,54,木幡初也,1:42.1,ハナ,**,,,,,3-4,42.2,52.1,10,464(-22),,,,[東]武市康男,浅沼廣幸,,202005030401
16,3,6,エンゼルバイオ,牝3,54,内田博幸,1:42.2,クビ,**,,,,,8-8,41.6,135.1,13,472(+4),,,,[東]松山将樹,バイオ,,202005030401
1,5,10,フォワードアゲン,セ3,56,柴田善臣,1:23.7,,**,,,,,9-12,35.2,5.2,2,420(+2),,,,[東]中野栄治,浅川皓司,510.0,202005030402
2,6,12,フィオーレカフェ,牝3,53,岩田望来,1:24.5,5,**,,,,,8-8,36.2,8.9,6,412(-4),,,,[東]和田勇介,西川光一,200.0,202005030402
3,1,1,レオハイセンス,牝3,51,小林脩斗,1:24.5,クビ,**,,,,,4-6,36.4,16.4,7,436(0),,,,[東]奥平雅士,レオ,130.0,202005030402
4,4,8,ホイッスルヴォイス,牝3,54,レーン,1:24.7,1.1/4,**,,,,,4-6,36.6,3.0,1,448(+2),,,,[東]大竹正博,藤田岳彦,77.0,202005030402
5,8,18,マイネルチューダ,牡3,56,津村明秀,1:24.7,クビ,**,,,,,4-2,36.8,7.8,4,444(+2),,,,[東]奥平雅士,サラブレッドクラブ・ラフィアン,51.0,202005030402
6,3,6,ジュンキャノン,牝3,54,武豊,1:24.9,1,**,,,,,7-2,36.9,8.4,5,412(+2),,,,[東]勢司和浩,河合純二,,202005030402
7,4,7,マイルポスト,牡3,56,三浦皇成,1:24.9,ハナ,**,,,,,9-11,36.5,6.9,3,522(+16),,,,[東]小笠倫弘,Ｇ１レーシング,,202005030402
8,5,9,モカ,牝3,52,木幡育也,1:25.0,1/2,**,,,,,18-15,35.8,186.2,17,442(0),,,,[東]青木孝文,石川秀守,,202005030402
9,8,17,サクラマス,牝3,54,北村宏司,1:25.5,3,**,,,,,15-15,36.3,37.1,10,418(-4),,,,[東]勢司和浩,越村哲男,,202005030402
10,1,2,フローラルキスミー,牝3,51,原優介,1:25.6,3/4,**,,,,,9-8,37.4,182.5,16,438(+24),,,,[東]伊藤大士,高橋正雄,,202005030402
11,7,14,パンゲア,牝3,54,木幡巧也,1:25.6,ハナ,**,,,,,2-2,37.7,28.2,9,438(0),,,,[東]伊藤大士,ニッシンホールディングス,,202005030402
12,6,11,ヒナノコバン,牡3,54,菅原明良,1:25.7,1/2,**,,,,,13-13,36.8,119.1,13,450(-6),,,,[東]本間忍,日向英二,,202005030402
13,2,4,テクノポリス,セ3,56,石橋脩,1:25.9,3/4,**,,,,,1-1,38.3,19.4,8,460(-4),,,,[東]宗像義忠,社台レースホース,,202005030402
14,7,15,ランバダフレイバー,牡3,53,小林凌大,1:26.0,1/2,**,,,,,2-2,38.1,123.1,14,440(+10),,,,[東]久保田貴,尾田信夫,,202005030402
15,3,5,ブノワデラダンス,牝3,54,武藤雅,1:26.0,クビ,**,,,,,13-13,37.2,152.0,15,430(-6),,,,[東]尾関知人,岡田牧雄,,202005030402
16,2,3,ガニアン,牡3,56,藤井勘一,1:26.1,クビ,**,,,,,9-8,37.9,99.7,12,460(-2),,,,[東]田村康仁,ラ・メール,,202005030402
17,8,16,キタノマナザシ,牝3,54,丸田恭介,1:26.1,クビ,**,,,,,16-18,36.5,197.7,18,470(+6),,,,[東]蛯名利弘,北所直人,,202005030402
18,7,13,フィオナサンライズ,牝3,54,石川裕紀,1:26.6,3,**,,,,,16-17,37.3,87.8,11,426(+12),,,,[東]林徹,吉田勝己,,202005030402
1,3,5,ホウオウセレシオン,牡3,56,ルメール,1:36.8,,**,,,,,2-2,36.6,4.6,2,492(-14),,,,[東]奥村武,小笹芳央,510.0,202005030403
2,3,6,アンブローニュ,牡3,56,北村宏司,1:37.1,1.3/4,**,,,,,3-3,36.7,88.7,11,480(-4),,,,[東]根本康広,ノルマンディーサラブレッドレーシング,200.0,202005030403
3,7,13,サトノレガリア,牡3,56,三浦皇成,1:37.3,1.1/4,**,,,,,7-5,36.7,6.9,4,508(-2),,,,[東]萩原清,サトミホースカンパニー,130.0,202005030403
4,5,10,コスモケルビン,牡3,55,岩田望来,1:37.8,3,**,,,,,4-5,37.2,26.1,7,498(0),,,,[東]佐藤吉勝,ビッグレッドファーム,77.0,202005030403
5,4,8,コンチサエッタ,牡3,56,藤井勘一,1:38.0,1.1/4,**,,,,,8-8,37.2,55.3,10,464(-2),,,,[東]勢司和浩,九十九章之,51.0,202005030403
6,2,4,セイウンノア,牡3,56,野中悠太,1:38.0,クビ,**,,,,,8-8,37.2,19.7,5,506(-6),,,,[東]根本康広,西山茂行,,202005030403
7,4,7,アルコンシチー,牡3,56,石川裕紀,1:38.2,1.1/4,**,,,,,8-8,37.4,34.3,8,452(0),,,,[東]相沢郁,友駿ホースクラブ,,202005030403
8,1,1,ラッキーボーイ,牡3,56,嘉藤貴行,1:38.5,2,**,,,,,4-5,37.9,53.8,9,456(+2),,,,[東]佐藤吉勝,平本敏夫,,202005030403
9,6,11,キルケニー,牡3,54,木幡育也,1:38.7,1.1/4,**,,,,,15-13,37.2,21.2,6,532(0),,,,[東]尾関知人,シルクレーシング,,202005030403
10,6,12,マラジェッツ,牡3,56,Ｍ．デム,1:38.8,クビ,**,,,,,1-1,38.6,6.5,3,460(+2),,,,[東]上原博之,伊達敏明,,202005030403
11,2,3,ブラックトマホーク,牡3,56,レーン,1:38.8,クビ,**,,,,,4-4,38.3,2.0,1,472(0),,,,[東]高木登,吉田勝己,,202005030403
12,8,16,ビッグゴシップ,牡3,53,原優介,1:38.9,クビ,**,,,,,11-11,37.7,154.2,13,492(+2),,,,[東]黒岩陽一,吉田千津,,202005030403
13,8,15,ニーマルブラック,セ3,56,横山和生,1:40.0,7,**,,,,,13-13,38.5,296.7,15,472(+2),,,,[東]田村康仁,板橋秋,,202005030403
14,7,14,テイエムブロッコ,セ3,56,内田博幸,1:40.1,1/2,**,,,,,11-11,38.9,415.8,16,480(+4),,,,[東]石栗龍彦,竹園正繼,,202005030403
15,5,9,ゴラッソゴール,牡3,54,菅原明良,1:40.9,5,**,,,,,13-15,39.3,183.3,14,470(0),,,,[東]武市康男,東海林貴大,,202005030403
16,1,2,シゲルヒドラ,牡3,56,武藤雅,1:42.9,大,**,,,,,16-16,39.8,129.9,12,502(0),,,,[東]小島茂之,森中蕃,,202005030403
1,8,16,ビートザウイングス,セ3,56,武藤雅,2:03.7,,**,,,,,3-2-2,38.4,41.4,9,468(+4),,,,[東]手塚貴久,社台レースホース,510.0,202005030404
